Post.id|Place.id
206158430920|110
206158430921|110
206158430922|110
206158430923|110
206158430924|110
343597384397|0
343597384398|0
343597384399|0
343597384400|0
343597384401|0
343597384402|0
343597384403|0
274877907668|0
274877907669|0
274877907670|0
274877907671|0
274877907672|0
274877907673|0
274877907674|0
274877907675|0
274877907676|0
274877907677|0
274877907678|0
274877907679|0
274877907680|0
274877907681|0
274877907682|0
274877907683|0
274877907684|0
274877907685|0
274877907686|0
206158430951|0
206158430952|0
206158430953|0
206158430954|0
206158430955|0
206158430956|0
206158430957|0
206158430958|0
206158430959|0
206158430960|0
206158430961|0
274877907698|0
274877907699|0
274877907700|0
274877907701|0
274877907702|0
274877907703|0
274877907704|0
274877907705|0
274877907706|0
274877907707|0
274877907708|0
274877907709|0
274877907710|0
274877907711|0
274877907712|0
274877907713|0
274877907714|0
206158430979|0
206158430980|0
206158430981|0
206158430982|0
206158430983|0
206158430984|0
343597384457|1
343597384458|1
343597384459|1
343597384460|1
343597384461|1
343597384462|1
343597384463|1
343597384464|1
274877907741|1
274877907742|1
274877907743|1
274877907744|104
274877907745|1
274877907746|1
274877907747|1
274877907748|1
274877907749|1
274877907750|1
274877907751|1
274877907752|1
343597384498|48
274877907778|48
206158431057|48
206158431058|48
206158431059|48
206158431060|48
206158431061|48
206158431062|48
206158431063|48
206158431064|48
206158431065|48
206158431066|48
206158431067|48
206158431068|48
206158431069|48
206158431070|48
206158431071|48
206158431072|48
343597384561|48
343597384562|48
343597384563|48
343597384564|48
343597384565|48
343597384566|48
343597384567|48
343597384568|48
343597384569|48
343597384570|48
343597384571|48
343597384572|58
343597384573|48
343597384574|48
343597384575|48
343597384576|48
343597384577|48
343597384578|48
343597384579|48
343597384580|48
343597384581|48
343597384582|48
343597384583|48
343597384584|48
343597384585|48
343597384586|48
206158431116|50
206158431117|50
206158431118|50
206158431119|50
206158431129|50
206158431130|50
206158431131|50
206158431132|50
206158431133|50
206158431134|50
206158431135|50
206158431136|15
206158431137|50
206158431138|50
206158431139|60
206158431140|50
206158431141|50
206158431142|50
206158431143|50
206158431144|50
206158431145|50
206158431146|50
206158431147|50
206158431148|50
206158431149|50
206158431150|50
206158431151|50
206158431152|50
206158431153|50
206158431154|50
206158431155|50
206158431156|50
206158431157|50
206158431158|50
206158431159|50
206158431160|50
206158431161|50
206158431162|50
206158431163|50
68719477692|50
68719477693|50
68719477694|50
68719477695|50
68719477696|50
68719477697|50
68719477698|50
68719477699|50
68719477700|50
68719477701|50
68719477702|50
68719477703|50
68719477704|50
68719477705|50
68719477706|50
68719477707|50
68719477708|50
68719477709|50
68719477710|50
68719477711|50
68719477712|50
68719477713|50
68719477714|50
68719477715|50
68719477716|50
68719477717|50
68719477718|50
68719477719|50
206158431192|50
206158431193|50
206158431194|50
206158431195|50
206158431196|50
206158431197|34
206158431198|50
68719477727|50
68719477728|50
68719477729|50
68719477730|50
68719477731|50
68719477732|50
68719477733|50
68719477734|50
68719477735|50
68719477736|50
68719477737|50
68719477738|50
68719477739|50
68719477740|50
68719477741|50
68719477742|50
68719477743|50
274877907964|1
274877907977|97
343597384733|65
343597384755|77
343597384787|90
206158431319|57
206158431320|57
206158431321|57
206158431322|57
206158431323|57
206158431324|57
206158431325|57
206158431326|57
206158431327|57
206158431328|57
206158431329|57
206158431330|57
206158431331|57
206158431332|57
206158431333|57
206158431334|57
206158431335|57
206158431336|57
206158431337|57
274877908074|57
274877908075|57
274877908076|57
274877908077|57
274877908078|57
274877908079|57
274877908080|57
274877908081|57
274877908082|57
274877908083|57
274877908084|57
274877908085|57
274877908086|57
343597384823|57
343597384824|57
343597384825|101
343597384826|57
343597384827|57
343597384828|57
343597384829|57
343597384830|57
343597384831|57
343597384832|57
343597384833|57
206158431362|57
206158431363|57
206158431364|57
206158431365|57
206158431366|57
206158431367|57
206158431368|57
206158431369|57
206158431370|57
206158431371|57
206158431372|57
206158431373|57
206158431374|57
206158431375|57
206158431376|57
206158431377|57
206158431378|57
206158431379|51
206158431380|51
206158431381|51
206158431382|51
206158431383|51
206158431384|51
206158431385|51
206158431386|51
206158431387|51
206158431388|51
206158431389|51
206158431390|51
206158431391|51
206158431392|51
206158431393|51
206158431394|51
206158431395|51
206158431396|51
206158431397|51
206158431398|51
206158431401|51
206158431402|51
206158431403|51
206158431404|51
206158431405|51
206158431406|70
206158431407|51
206158431408|51
206158431409|51
343597384895|51
343597384896|51
343597384897|51
343597384898|51
343597384899|51
343597384900|51
343597384901|51
343597384902|51
343597384903|51
343597384904|51
343597384905|51
343597384906|51
343597384907|51
343597384908|51
343597384909|51
343597384910|51
343597384911|51
343597384912|51
343597384913|51
343597384914|51
274877908179|51
274877908180|51
137438954709|51
137438954710|105
137438954711|51
274877908204|56
274877908205|56
274877908206|56
274877908207|56
274877908208|56
274877908209|56
274877908210|56
274877908211|56
274877908212|56
274877908213|56
274877908214|56
274877908215|56
274877908216|56
274877908217|56
274877908218|56
274877908219|56
274877908220|56
274877908221|56
274877908222|56
274877908223|56
343597384960|56
343597384961|56
343597384962|56
343597384963|56
343597384964|56
343597384965|56
343597384966|56
343597384967|56
